-79.9799791,40.44358094
-79.94703029,40.46314469
-79.86682966,40.45338758
-80.0231862,40.41725942
-79.89248194,40.45342153
-79.96338397,40.47159202
-79.99055679,40.46181609
-80.03847454,40.47858752
-79.99079571,40.44644023
-80.00371484,40.48305879
-80.03348606,40.47723275
-79.99480335,40.45635937
-79.90854001,40.47045991
-79.99039074,40.41133669
-79.92521543,40.43738889
-79.98167449,40.38735383
-79.89927295,40.46308972
-79.97206262,40.42281843
-80.00130155,40.43937902
-80.03342023,40.47718617
-79.94593063,40.40659948
-79.93815354,40.4433347
-79.99115316,40.40869833
-80.01233658,40.44626305
-80.01651556,40.45651505
-79.98808369,40.41512107
-79.96802029,40.43861001
-79.97809775,40.44812155
-80.0090469,40.4161439
-79.99630099,40.43469659
-79.98631004,40.43836994
-79.99799682,40.39998567
-79.90249756,40.46494315
-79.9802658,40.42847887
-80.03961594,40.48143589
-80.04168657,40.4818995
-79.92472807,40.47427554
-80.04009604,40.43811934
-80.03022484,40.46246775
-80.00989633,40.43340769
-80.02196514,40.45120975
-79.95813468,40.44442133
-80.01159968,40.45452335
-80.05195555,40.45481144
-79.99946609,40.43872176
-80.03333782,40.48705705
-79.98642219,40.42874965
-79.88766414,40.45654294
-79.96360688,40.43448213
-79.94785349,40.40653513
-79.99793652,40.44288811
-79.99915017,40.44262467
-79.96870356,40.42638946
-79.99946594,40.47436453
-79.93453239,40.3803258
-79.98686442,40.39495799
-80.04332551,40.39978888
-79.96573181,40.4355471
-79.98740665,40.3879339
-79.99548539,40.42151101
-79.93651008,40.46469258
-79.92969793,40.42341067
-79.9247618,40.46908972
-79.89190208,40.45639295
-79.98505311,40.46157656
-80.00076377,40.45182616
-80.00084389,40.45089272
-79.99767513,40.42216616
-79.97997514,40.4562667
-80.00964027,40.45494869
-80.00850322,40.45919644
-79.9799791,40.44358094
-80.00967071,40.41395406
-79.90014173,40.46041084
-79.93141043,40.4740762
-79.99577535,40.422704
-79.89848825,40.46660975
-79.99299683,40.41466964
-79.99576982,40.41141885
-79.90854001,40.47045991
-79.9989743,40.45310781
-80.03491384,40.46888913
-79.98173887,40.41547146
-79.92905816,40.42177066
-80.02238669,40.39397968
-79.90580773,40.46706575
-80.02012655,40.39588945
-80.05269778,40.45440515
-80.00366043,40.45302239
-79.95511098,40.45687624
-79.98551986,40.38904931
-79.93729181,40.44779213
-79.92504601,40.42885416
-79.97304188,40.42779386
-79.99932356,40.45459396
-79.99942351,40.44209205
-79.90598029,40.45810133
-79.94483615,40.46673088
-80.00270813,40.44399491
-80.01213554,40.45744546
-79.9457408,40.42365645
-80.00169385,40.45331224
-80.00131232,40.45280701
-80.02513537,40.41286805
-79.95515855,40.47810878
-79.91766505,40.46283789
-79.89629786,40.45739668
-79.92273104,40.4660114
-79.95603688,40.47789217
-79.90321551,40.46645232
-79.97224337,40.45081373
-79.92992905,40.46115391
-80.00901405,40.4273911
-79.99804356,40.4436107
-80.0216923,40.39458318
-80.00086455,40.45428602
-80.01145044,40.47626386
-79.99867635,40.45221085
-80.01692877,40.40299308
-79.93643514,40.45663345
-80.00779948,40.42636383
-80.00964027,40.45494869
-79.89761421,40.48782354
-80.04303594,40.47892402
-80.05405784,40.4533676
-79.95516891,40.45707042
-79.97014621,40.45649814
-79.97681333,40.43002082
-79.98894089,40.4299199
-79.97669293,40.45559582
-79.94447749,40.45488502
-80.01197567,40.43485044
-79.9206733,40.45284237
-79.92259809,40.43156041
-80.05557831,40.44955853
-79.99276268,40.39586821
-79.99554483,40.46661658
-80.01542254,40.43298573
-80.00084285,40.45648692
-79.97221981,40.42208967
-79.90974797,40.46100933
-79.94281416,40.48635954
-79.99934807,40.39260813
-79.97587461,40.41683701
-79.95978721,40.46471754
-79.96439404,40.43611231
-80.00621065,40.45758247
-80.0064055,40.44173292
-79.99278589,40.43498814
-80.00486899,40.41582312
-79.9948241,40.42078544
-79.89515195,40.44707066
-79.96199958,40.47408154
-79.98330671,40.42868483
-80.013919,40.44665295
-79.95594514,40.43951759
-79.94865428,40.44444008
-80.00191526,40.38582016
-79.98731788,40.42856797
-80.00207379,40.44122843
-79.98815784,40.41659309
-80.06084697,40.44696531
-79.89405819,40.45693837
-79.95946556,40.47138154
-79.95484339,40.43314887
-79.99981158,40.39806556
-80.00087397,40.42370977
-80.03007815,40.40387031
-79.98767223,40.42895953
-79.90425142,40.45803936
-80.02799594,40.45871481
-79.89897083,40.44305289
-79.92941591,40.47708273
-79.95169208,40.44931132
-80.04002858,40.44121933
-79.94927741,40.45255125
-79.99409859,40.4667862
-79.95543502,40.43661525
-79.95419774,40.43635406
-80.01651556,40.45651505
-80.01706975,40.45965536
-79.98764669,40.44956619
-79.99195318,40.45818014
-80.02986212,40.4770183
-80.01589026,40.45852109
-79.92305429,40.43802148
-80.02050569,40.41075929
-79.99266324,40.45747785
-80.02356666,40.39562764
-80.03569278,40.48455007
-79.95478664,40.43711319
-80.02665208,40.46699683
-79.97763595,40.42858782
-80.04173917,40.47991862
-79.97620353,40.40876802
-79.99195588,40.44096339
-79.94122873,40.47817883
-80.00084389,40.45089272
-80.00701916,40.49385642
-79.9696924,40.44018549
-80.02626029,40.45361909
-79.99473712,40.44135498
-79.98940854,40.4252818
-79.97923089,40.44483457
-80.00544754,40.45893258
-80.01859621,40.39030101
-79.99019085,40.44766989
-80.00641785,40.45478596
-80.04437702,40.48264603
-79.96825881,40.42693811
-80.00518908,40.45100345
-79.99946609,40.43872176
-79.88335605,40.45523686
-79.96360688,40.43448213
-79.95184421,40.43721252
-79.92022609,40.4643698
-80.03006074,40.4765208
-79.99945175,40.44165074
-79.96789087,40.42538003
-80.06438315,40.45328598
-79.99129593,40.45958025
-79.93401278,40.46860963
-79.96507195,40.47077126
-79.90453876,40.45211324
-80.03352813,40.40577432
-79.91877511,40.43336897
-79.98467424,40.45031648
-79.98568935,40.44965679
-79.99019174,40.39139356
-79.98843067,40.42654919
-79.93289844,40.46211822
-79.92286518,40.42168823
-80.00979327,40.4555122
-79.98204758,40.42883493
-79.93814526,40.4250358
-79.99602663,40.38248919
-79.98307415,40.44510255
-79.98935615,40.44869998
-80.01863655,40.48837366
-80.02135477,40.43617067
-79.99755441,40.42063438
-80.01823348,40.41698861
-79.99866833,40.42057426
-79.9431764,40.41708852
-79.9089786,40.43622528
-80.0779074,40.45779232
-80.02332033,40.4006972
-79.93379126,40.42280416
-79.92738121,40.43098094
-79.97279829,40.41793641
-79.97763695,40.42339236
-80.01459684,40.41705795
-79.98572377,40.45102055
-79.9863879,40.42989585
-79.97510152,40.41427794
-79.98019353,40.45341498
-79.94938724,40.44559065
-79.9463628,40.46126376
-79.98853479,40.39565108
-79.9913026,40.45418074
-79.86682966,40.45338758
-79.8989757,40.46466792
-79.89930494,40.46315435
-79.94517602,40.40503459
-80.02126185,40.45420401
-79.89361993,40.44608961
-79.9837298,40.46366318
-79.90116205,40.46861882
-79.97224337,40.45081373
-79.99971774,40.47907639
-80.00887041,40.45527309
-79.99288753,40.38922688
-79.98172454,40.3993051
-79.92305429,40.43802148
-79.89895344,40.46460563
-80.03823923,40.44558693
-79.90598345,40.46690349
-79.98502856,40.44476682
-79.89515195,40.44707066
-79.99923238,40.4568392
-79.96134974,40.43534988
-80.01325648,40.42560738
-80.02135477,40.43617067
-80.00300501,40.44009257
-80.01631623,40.44631465
-79.9130145,40.42333904
-80.0415365,40.40304839
-79.9925953,40.40743513
-79.9367067,40.42298243
-80.01002093,40.46504419
-79.92768103,40.43407211
-80.00964027,40.45494869
